tourist_id,nationality,age,gender,travel_purpose,arrival_date,departure_date,duration_days,season,group_size,travel_with,previous_visits_to_nepal,hotel_id,accommodation_type,accommodation_city,cities_visited,num_attractions_visited,primary_transport,uses_tour_guide,daily_budget_usd,accommodation_cost_npr,food_cost_npr,shopping_cost_npr,activities_cost_npr,transport_cost_npr,guide_cost_npr,total_spent_npr,information_source,main_interest,satisfaction_score,would_recommend
3722,Indian,62,Female,Business,2025-08-24 03:50:54.435982,2025-08-27 03:50:54.435982,3,Monsoon,3,Friends,2,22,Boutique Hotel,Kathmandu,"Kathmandu,Patan",7,Public Bus,False,13,9048,4422,162,3500,300,0,17432,Friends/Family,Food,6.2,False
3723,Chinese,51,Female,Adventure/Trekking,2025-08-20 03:50:54.435982,2025-08-25 03:50:54.435982,5,Monsoon,3,Friends,0,57,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",3,Walking,False,21,33180,7445,1342,1500,250,0,43717,Travel Blogs,Nature,7.2,True
3724,Indian,49,Male,Business,2025-08-27 03:50:54.435982,2025-08-31 03:50:54.435982,4,Monsoon,4,Family,0,29,Budget Hostel,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Taxi,True,6,1340,2276,185,2000,3200,4208,13209,Social Media,Heritage Sites,5.7,False
3725,Other,25,Female,Luxury Travel,2025-11-02 03:50:54.435982,2025-11-08 03:50:54.435982,6,Autumn,3,Family,2,31,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",5,Walking,False,11,42876,4428,191,2500,300,0,50295,Social Media,Local Culture,7.3,True
3726,French,34,Male,Volunteer Work,2025-05-15 03:50:54.435982,2025-05-23 03:50:54.435982,8,Spring,1,Solo,0,28,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Taxi,True,21,46448,7856,6433,5000,6400,16516,88653,Travel Blogs,Shopping,7.3,True
3727,French,61,Male,Adventure/Trekking,2025-07-12 03:50:54.435982,2025-07-20 03:50:54.435982,8,Monsoon,1,Solo,0,30,Luxury Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Rental Bike,True,30,96016,10344,8026,3000,4000,8692,130078,Travel Agency,Trekking,6.7,False
3728,Australian,24,Male,Cultural Tourism,2024-11-24 03:50:54.435982,2024-12-05 03:50:54.435982,11,Autumn,1,Solo,0,16,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",15,Rental Bike,True,26,68013,15433,6831,7500,5500,23940,127217,Social Media,Heritage Sites,8.1,True
3729,American,30,Female,Cultural Tourism,2025-05-28 03:50:54.435982,2025-06-08 03:50:54.435982,11,Spring,1,Solo,0,52,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",12,Private Car,False,32,140866,18249,9608,6000,22000,0,196723,Travel Blogs,Architecture,8.7,True
3730,British,65,Male,Luxury Travel,2025-05-28 03:50:54.435982,2025-06-06 03:50:54.435982,9,Spring,2,Partner/Spouse,1,31,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",7,Taxi,True,31,64314,21546,701,3500,7200,18896,116157,Travel Agency,Food,6.5,False
3731,Israeli,45,Female,Cultural Tourism,2025-07-14 03:50:54.435982,2025-07-25 03:50:54.435982,11,Monsoon,1,Solo,0,14,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",16,Rental Bike,False,20,8052,14157,7362,8000,5500,0,43071,Guidebooks,Architecture,6.6,False
3732,Australian,40,Male,Adventure/Trekking,2025-06-27 03:50:54.435982,2025-07-12 03:50:54.435982,15,Monsoon,2,Friend,0,21,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Walking,False,23,36885,42420,9160,3500,750,0,92715,Friends/Family,Adventure Sports,8.5,True
3733,French,69,Male,Cultural Tourism,2025-02-05 03:50:54.435982,2025-02-13 03:50:54.435982,8,Winter,2,Partner/Spouse,1,15,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Taxi,False,15,11352,5152,2855,4500,6400,0,30259,Guidebooks,Local Culture,6.1,False
3734,Other,28,Female,Cultural Tourism,2025-04-16 03:50:54.435982,2025-04-22 03:50:54.435982,6,Spring,2,Partner/Spouse,0,40,Budget Hostel,Patan,"Kathmandu,Patan,Bhaktapur",16,Rental Bike,False,11,4566,3606,2588,8000,3000,0,21760,Social Media,Local Culture,6.8,False
3735,Chinese,27,Female,Adventure/Trekking,2025-11-09 03:50:54.435982,2025-11-16 03:50:54.435982,7,Autumn,7,Family,0,38,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",5,Public Bus,True,18,13909,10444,5114,2500,700,8586,41253,Social Media,Nature,8.7,True
3736,British,23,Male,Adventure/Trekking,2025-11-06 03:50:54.435982,2025-11-16 03:50:54.435982,10,Autumn,2,Friend,0,7,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Rental Bike,False,28,17020,26220,5603,2000,5000,0,55843,Social Media,Trekking,8.0,True
3737,Chinese,54,Female,Cultural Tourism,2025-06-08 03:50:54.435982,2025-06-13 03:50:54.435982,5,Monsoon,3,Family,0,6,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",14,Public Bus,True,27,16295,10760,488,7000,500,9180,44223,Other,Architecture,6.3,False
3738,American,28,Male,Backpacking,2025-05-06 03:50:54.435982,2025-05-17 03:50:54.435982,11,Spring,1,Solo,1,5,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Public Bus,False,41,50996,29062,10871,4500,1100,0,96529,Other,Local Culture,6.8,False
3739,German,69,Female,Luxury Travel,2025-01-01 03:50:54.435982,2025-01-14 03:50:54.435982,13,Winter,2,Friend,0,32,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",5,Rental Bike,False,22,61295,8749,4511,2500,6500,0,83555,Travel Agency,Shopping,5.5,False
3740,American,39,Female,Luxury Travel,2025-11-12 03:50:54.435982,2025-11-20 03:50:54.435982,8,Autumn,1,Solo,1,7,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Taxi,False,25,13616,20608,6444,2500,6400,0,49568,Social Media,Food,7.0,True
3741,Indian,57,Male,Adventure/Trekking,2025-02-15 03:50:54.435982,2025-02-19 03:50:54.435982,4,Winter,2,Friend,0,1,Guesthouse,Kathmandu,"Kathmandu,Patan",5,Private Car,False,7,3388,2836,737,2500,8000,0,17461,Travel Agency,Trekking,7.7,True
3742,British,67,Male,Luxury Travel,2025-07-07 03:50:54.435982,2025-07-18 03:50:54.435982,11,Monsoon,1,Solo,0,44,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",4,Private Car,False,32,22165,15917,3967,2000,22000,0,66049,Travel Agency,Shopping,6.6,False
3743,Israeli,65,Female,Adventure/Trekking,2025-03-29 03:50:54.435982,2025-04-09 03:50:54.435982,11,Spring,2,Partner/Spouse,0,7,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Rental Bike,True,25,18722,20207,8455,3500,5500,18490,74874,Other,Trekking,8.0,True
3744,Australian,32,Female,Cultural Tourism,2025-01-30 03:50:54.435982,2025-02-13 03:50:54.435982,14,Winter,1,Solo,0,47,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",9,Rental Bike,False,28,103320,41538,6122,4500,7000,0,162480,Guidebooks,Architecture,6.9,False
3745,Chinese,23,Male,Adventure/Trekking,2025-10-12 03:50:54.435982,2025-10-21 03:50:54.435982,9,Autumn,6,Tour Group,0,16,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",7,Public Bus,False,17,55647,12375,1602,3500,900,0,74024,Travel Agency,Adventure Sports,7.4,True
3746,American,64,Female,Backpacking,2025-09-30 03:50:54.435982,2025-10-12 03:50:54.435982,12,Autumn,1,Solo,0,25,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Walking,False,41,39792,26112,19652,4500,600,0,90656,Travel Blogs,Shopping,7.6,True
3747,French,58,Female,Adventure/Trekking,2025-08-18 03:50:54.435982,2025-08-27 03:50:54.435982,9,Monsoon,1,Solo,3,54,Guesthouse,Bhaktapur,"Kathmandu,Patan,Bhaktapur",6,Public Bus,False,18,8064,10431,1578,3000,900,0,23973,Social Media,Adventure Sports,7.5,True
3748,Indian,63,Female,Backpacking,2025-10-06 03:50:54.435982,2025-10-12 03:50:54.435982,6,Autumn,4,Family,5,58,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",11,Public Bus,False,15,23670,5214,2946,5500,600,0,37930,Travel Blogs,Shopping,9.5,True
3749,American,32,Female,Backpacking,2025-03-19 03:50:54.435982,2025-03-31 03:50:54.435982,12,Spring,1,Solo,0,6,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",5,Private Car,False,32,39108,31404,15537,2500,24000,0,112549,Social Media,Shopping,7.4,True
3750,Korean,25,Male,Cultural Tourism,2025-08-09 03:50:54.435982,2025-08-17 03:50:54.435982,8,Monsoon,2,Partner/Spouse,1,38,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",18,Walking,True,12,15896,5992,1962,9000,400,9312,42562,Travel Blogs,Local Culture,7.2,True
3751,Australian,55,Female,Cultural Tourism,2025-05-11 03:50:54.435982,2025-05-20 03:50:54.435982,9,Spring,1,Solo,0,2,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Private Car,False,21,51075,6336,6867,5000,18000,0,87278,Travel Agency,Architecture,8.2,True
3752,Indian,23,Male,Cultural Tourism,2025-02-22 03:50:54.435982,2025-02-25 03:50:54.435982,3,Winter,2,Friend,0,49,Budget Hostel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",9,Taxi,False,7,1242,1080,651,4500,2400,0,9873,Guidebooks,Architecture,7.8,True
3753,Australian,22,Female,Cultural Tourism,2025-11-03 03:50:54.435982,2025-11-13 03:50:54.435982,10,Autumn,1,Solo,1,53,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",14,Public Bus,False,24,89140,13210,7224,7000,1000,0,117574,Friends/Family,Local Culture,7.7,True
3754,American,18,Female,Backpacking,2025-08-22 03:50:54.435982,2025-08-29 03:50:54.435982,7,Monsoon,2,Friend,2,59,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",7,Public Bus,False,17,15750,5019,3775,3500,700,0,28744,Travel Agency,Shopping,7.7,True
3755,Indian,60,Female,Cultural Tourism,2025-10-06 03:50:54.435982,2025-10-12 03:50:54.435982,6,Autumn,3,Family,0,11,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",18,Taxi,False,10,8226,2688,999,9000,4800,0,25713,Travel Agency,Local Culture,10.0,True
3756,Indian,66,Female,Cultural Tourism,2025-03-13 03:50:54.435982,2025-03-16 03:50:54.435982,3,Spring,2,Partner/Spouse,0,25,Mid-Range Hotel,Kathmandu,"Kathmandu,Bhaktapur",9,Taxi,True,11,9948,3102,84,4500,2400,4749,24783,Friends/Family,Architecture,6.8,False
3757,Indian,47,Female,Pilgrimage,2025-10-18 03:50:54.435982,2025-10-22 03:50:54.435982,4,Autumn,4,Family,0,16,Boutique Hotel,Kathmandu,"Kathmandu,Patan",10,Walking,True,18,24732,5428,880,5000,200,8682,44922,Other,Religious Sites,8.5,True
3758,Canadian,22,Male,Backpacking,2025-05-03 03:50:54.435982,2025-05-14 03:50:54.435982,11,Spring,1,Solo,0,54,Guesthouse,Bhaktapur,"Kathmandu,Patan,Bhaktapur",6,Rental Bike,False,18,9856,12573,3813,3000,5500,0,34742,Travel Blogs,Heritage Sites,6.8,False
3759,American,48,Female,Adventure/Trekking,2025-07-07 03:50:54.435982,2025-07-16 03:50:54.435982,9,Monsoon,2,Friend,1,18,Luxury Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Private Car,False,38,94437,17037,13569,3000,18000,0,146043,Friends/Family,Adventure Sports,6.3,False
3760,American,32,Male,Adventure/Trekking,2025-09-25 03:50:54.435982,2025-10-07 03:50:54.435982,12,Autumn,1,Solo,0,56,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Walking,False,42,37716,23184,5019,2000,600,0,68519,Other,Trekking,7.9,True
3761,American,42,Female,Adventure/Trekking,2025-05-06 03:50:54.435982,2025-05-18 03:50:54.435982,12,Spring,1,Solo,0,51,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",7,Walking,False,42,105432,23916,19195,3500,600,0,152643,Travel Agency,Trekking,7.5,True
3762,Chinese,60,Female,Cultural Tourism,2024-11-29 03:50:54.435982,2024-12-07 03:50:54.435982,8,Autumn,6,Family,0,44,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",11,Taxi,False,26,16120,17840,4040,5500,6400,0,49900,Travel Blogs,Architecture,6.8,False
3763,Spanish,20,Male,Backpacking,2025-09-14 03:50:54.435982,2025-09-26 03:50:54.435982,12,Autumn,2,Partner/Spouse,0,47,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",7,Rental Bike,False,24,88560,28044,8488,3500,6000,0,134592,Travel Blogs,Heritage Sites,8.3,True
3764,Chinese,63,Female,Adventure/Trekking,2025-08-11 03:50:54.435982,2025-08-17 03:50:54.435982,6,Monsoon,7,Tour Group,0,21,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",3,Taxi,False,13,14754,3624,1433,1500,4800,0,26111,Travel Agency,Trekking,8.1,True
3765,Chinese,37,Male,Cultural Tourism,2024-12-15 03:50:54.435982,2024-12-24 03:50:54.435982,9,Winter,6,Family,1,36,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",15,Public Bus,True,17,25821,6651,2699,7500,900,8336,51907,Travel Agency,Local Culture,6.1,False
3766,Indian,65,Male,Cultural Tourism,2025-03-16 03:50:54.435982,2025-03-19 03:50:54.435982,3,Spring,2,Partner/Spouse,0,7,Mid-Range Hotel,Kathmandu,"Kathmandu,Bhaktapur",9,Taxi,False,17,5106,2301,1184,4500,2400,0,15491,Travel Blogs,Local Culture,9.2,True
3767,German,24,Female,Backpacking,2025-02-01 03:50:54.435982,2025-02-15 03:50:54.435982,14,Winter,1,Solo,0,54,Guesthouse,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Rental Bike,False,17,12544,18102,834,2000,7000,0,40480,Friends/Family,Local Culture,6.4,False
3768,Indian,21,Female,Cultural Tourism,2025-04-15 03:50:54.435982,2025-04-20 03:50:54.435982,5,Spring,3,Friends,0,33,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",10,Private Car,True,17,15475,5495,1343,5000,10000,4336,41649,Social Media,Local Culture,7.6,True
3769,Indian,24,Male,Pilgrimage,2025-02-22 03:50:54.435982,2025-02-28 03:50:54.435982,6,Winter,5,Tour Group,0,54,Guesthouse,Bhaktapur,"Kathmandu,Patan,Bhaktapur",6,Public Bus,False,16,5376,4740,2605,3000,600,0,16321,Guidebooks,Spiritual Experience,7.7,True
3770,Indian,64,Male,Pilgrimage,2025-03-18 03:50:54.435982,2025-03-21 03:50:54.435982,3,Spring,4,Friends,0,34,Budget Hostel,Patan,"Kathmandu,Patan",9,Public Bus,False,8,1947,1146,808,4500,300,0,8701,Travel Agency,Religious Sites,8.1,True
3771,Indian,34,Female,Cultural Tourism,2025-03-14 03:50:54.435982,2025-03-18 03:50:54.435982,4,Spring,5,Friends,1,35,Homestay,Patan,"Kathmandu,Bhaktapur",12,Taxi,False,5,2020,1784,419,6000,3200,0,13423,Other,Architecture,7.6,True
3772,American,60,Female,Backpacking,2025-09-02 03:50:54.435982,2025-09-13 03:50:54.435982,11,Autumn,2,Friend,0,4,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Walking,True,38,28996,27918,5993,3000,550,15645,82102,Other,Food,8.4,True
3773,Chinese,64,Male,Cultural Tourism,2025-08-14 03:50:54.435982,2025-08-20 03:50:54.435982,6,Monsoon,2,Partner/Spouse,0,2,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",18,Taxi,True,27,34050,14364,5065,9000,4800,8466,75745,Other,Local Culture,6.8,False
3774,Australian,68,Male,Luxury Travel,2025-08-25 03:50:54.435982,2025-09-07 03:50:54.435982,13,Monsoon,1,Solo,1,38,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",9,Private Car,True,34,25831,32019,4203,4500,26000,16074,108627,Friends/Family,Food,7.3,True
3775,Chinese,19,Male,Backpacking,2025-09-15 03:50:54.435982,2025-09-23 03:50:54.435982,8,Autumn,2,Partner/Spouse,0,56,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",6,Public Bus,False,27,25144,10048,4553,3000,800,0,43545,Travel Agency,Food,8.3,True
3776,German,39,Male,Backpacking,2024-11-25 03:50:54.435982,2024-12-03 03:50:54.435982,8,Autumn,2,Partner/Spouse,1,57,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Taxi,False,28,53088,22088,2033,2000,6400,0,85609,Friends/Family,Local Culture,6.2,False
3777,Indian,41,Female,Cultural Tourism,2024-11-25 03:50:54.435982,2024-11-30 03:50:54.435982,5,Autumn,5,Tour Group,2,29,Budget Hostel,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Rental Bike,True,7,1675,2995,307,5000,2500,5390,17867,Social Media,Architecture,6.9,False
3778,Australian,49,Male,Cultural Tourism,2024-11-24 03:50:54.435982,2024-12-04 03:50:54.435982,10,Autumn,1,Solo,2,19,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",17,Private Car,False,19,11390,11460,6292,8500,20000,0,57642,Travel Agency,Architecture,6.6,False
3779,Japanese,52,Male,Adventure/Trekking,2025-07-13 03:50:54.435982,2025-07-19 03:50:54.435982,6,Monsoon,2,Partner/Spouse,0,32,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",3,Private Car,False,33,28290,15702,2532,1500,12000,0,60024,Social Media,Adventure Sports,5.0,False
3780,Australian,56,Male,Adventure/Trekking,2025-06-21 03:50:54.435982,2025-07-03 03:50:54.435982,12,Monsoon,1,Solo,0,16,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",3,Private Car,True,39,74196,25272,5065,1500,24000,12138,142171,Social Media,Adventure Sports,4.7,False
3781,Other,60,Female,Adventure/Trekking,2025-07-01 03:50:54.435982,2025-07-07 03:50:54.435982,6,Monsoon,3,Family,0,12,Guesthouse,Kathmandu,"Kathmandu,Patan,Bhaktapur",3,Walking,False,16,6660,4320,1865,1500,300,0,14645,Other,Adventure Sports,8.0,True
3782,Korean,21,Male,Cultural Tourism,2025-04-17 03:50:54.435982,2025-04-24 03:50:54.435982,7,Spring,3,Family,1,44,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",11,Private Car,False,22,14105,14448,2005,5500,14000,0,50058,Travel Agency,Heritage Sites,6.7,False
3783,American,26,Female,Volunteer Work,2025-06-01 03:50:54.435982,2025-06-14 03:50:54.435982,13,Monsoon,1,Solo,0,6,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",11,Rental Bike,False,29,42367,37063,5581,5500,6500,0,97011,Friends/Family,Heritage Sites,7.5,True
3784,Thai,50,Male,Pilgrimage,2025-06-16 03:50:54.435982,2025-06-21 03:50:54.435982,5,Monsoon,3,Family,0,49,Budget Hostel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",9,Rental Bike,False,9,2070,2830,1965,4500,2500,0,13865,Guidebooks,Religious Sites,5.9,False
3785,Indian,18,Female,Cultural Tourism,2025-02-14 03:50:54.435982,2025-02-19 03:50:54.435982,5,Winter,2,Friend,2,37,Boutique Hotel,Patan,"Kathmandu,Patan,Bhaktapur",13,Public Bus,False,13,23320,4860,1097,6500,500,0,36277,Travel Agency,Heritage Sites,8.5,True
3786,American,29,Female,Adventure/Trekking,2025-10-09 03:50:54.435982,2025-10-22 03:50:54.435982,13,Autumn,2,Partner/Spouse,0,5,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",6,Rental Bike,False,29,60268,28652,14970,3000,6500,0,113390,Other,Nature,7.3,True
3787,German,30,Male,Volunteer Work,2025-03-20 03:50:54.435982,2025-03-31 03:50:54.435982,11,Spring,1,Solo,0,7,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",8,Private Car,True,23,18722,15829,8035,4000,22000,22410,90996,Travel Blogs,Local Culture,8.5,True
3788,British,59,Male,Cultural Tourism,2025-01-01 03:50:54.435982,2025-01-14 03:50:54.435982,13,Winter,2,Partner/Spouse,2,8,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",17,Private Car,True,13,22061,11427,1658,8500,26000,16866,86512,Travel Blogs,Heritage Sites,6.3,False
3789,British,44,Male,Cultural Tourism,2025-09-21 03:50:54.435982,2025-09-30 03:50:54.435982,9,Autumn,1,Solo,1,6,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",19,Taxi,False,23,29331,18981,6197,9500,7200,0,71209,Social Media,Architecture,9.1,True
3790,Dutch,51,Male,Cultural Tourism,2025-11-21 03:50:54.435982,2025-12-02 03:50:54.435982,11,Autumn,1,Solo,0,56,Boutique Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",14,Public Bus,False,16,34573,6963,2935,7000,1100,0,52571,Travel Blogs,Local Culture,6.0,False
3791,French,25,Male,Adventure/Trekking,2025-01-14 03:50:54.435982,2025-01-24 03:50:54.435982,10,Winter,1,Solo,1,36,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",6,Rental Bike,False,23,28690,20120,3592,3000,5000,0,60402,Travel Agency,Nature,6.7,False
3792,Israeli,39,Male,Luxury Travel,2024-12-18 03:50:54.435982,2024-12-27 03:50:54.435982,9,Winter,1,Solo,0,38,Mid-Range Hotel,Patan,"Kathmandu,Patan,Bhaktapur",4,Taxi,False,23,17883,18918,3224,2000,7200,0,49225,Guidebooks,Heritage Sites,7.7,True
3793,Chinese,32,Female,Adventure/Trekking,2025-05-10 03:50:54.435982,2025-05-18 03:50:54.435982,8,Spring,2,Partner/Spouse,0,16,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Private Car,False,18,49464,9224,1911,2000,16000,0,78599,Travel Blogs,Adventure Sports,6.9,False
3794,British,49,Female,Backpacking,2025-05-24 03:50:54.435982,2025-05-31 03:50:54.435982,7,Spring,3,Family,0,7,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",4,Taxi,False,24,11914,13300,4816,2000,5600,0,37630,Travel Blogs,Heritage Sites,8.5,True
3795,Chinese,54,Male,Cultural Tourism,2025-01-16 03:50:54.435982,2025-01-25 03:50:54.435982,9,Winter,7,Friends,3,7,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",13,Rental Bike,False,26,15318,13815,74,6500,4500,0,40207,Travel Agency,Local Culture,7.9,True
3796,Chinese,28,Female,Cultural Tourism,2025-06-17 03:50:54.435982,2025-06-24 03:50:54.435982,7,Monsoon,4,Friends,0,5,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",12,Walking,False,17,32452,9870,4291,6000,350,0,52963,Social Media,Heritage Sites,5.1,False
3797,Indian,23,Female,Business,2025-06-13 03:50:54.435982,2025-06-17 03:50:54.435982,4,Monsoon,3,Friends,0,60,Budget Hostel,Bhaktapur,"Kathmandu,Bhaktapur",5,Taxi,True,6,1892,3124,681,2500,3200,5106,16503,Travel Blogs,Heritage Sites,6.5,False
3798,American,67,Female,Cultural Tourism,2025-01-14 03:50:54.435982,2025-01-21 03:50:54.435982,7,Winter,1,Solo,0,52,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",13,Walking,False,34,89642,16646,2969,6500,350,0,116107,Travel Agency,Architecture,6.9,False
3799,French,54,Male,Adventure/Trekking,2025-05-25 03:50:54.435982,2025-06-01 03:50:54.435982,7,Spring,2,Partner/Spouse,5,58,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Rental Bike,False,30,27615,15043,1460,2000,3500,0,49618,Travel Agency,Trekking,7.3,True
3800,French,64,Female,Pilgrimage,2024-12-12 03:50:54.435982,2024-12-21 03:50:54.435982,9,Winter,1,Solo,0,51,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",8,Taxi,False,23,79074,16479,8057,4000,7200,0,114810,Social Media,Spiritual Experience,6.8,False
3801,German,47,Male,Pilgrimage,2025-11-02 03:50:54.435982,2025-11-13 03:50:54.435982,11,Autumn,2,Friend,1,51,Luxury Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",10,Rental Bike,False,26,96646,18139,3895,5000,5500,0,129180,Travel Agency,Spiritual Experience,8.9,True
3802,American,62,Male,Cultural Tourism,2024-11-25 03:50:54.435982,2024-12-06 03:50:54.435982,11,Autumn,2,Partner/Spouse,1,30,Luxury Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",9,Rental Bike,False,25,132022,21857,5114,4500,5500,0,168993,Friends/Family,Architecture,5.7,False
3803,American,21,Male,Backpacking,2024-12-21 03:50:54.435982,2024-12-30 03:50:54.435982,9,Winter,1,Solo,0,22,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Private Car,False,32,27144,11259,9317,5000,18000,0,70720,Social Media,Local Culture,6.9,False
3804,Japanese,34,Male,Cultural Tourism,2025-04-18 03:50:54.435982,2025-04-26 03:50:54.435982,8,Spring,3,Tour Group,1,13,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",14,Walking,False,19,28392,11640,3745,7000,400,0,51177,Friends/Family,Local Culture,8.3,True
3805,British,64,Female,Cultural Tourism,2025-11-16 03:50:54.435982,2025-11-24 03:50:54.435982,8,Autumn,1,Solo,2,5,Boutique Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",19,Public Bus,True,37,37088,15840,1320,9500,800,19460,84008,Travel Agency,Architecture,6.9,False
3806,British,57,Female,Cultural Tourism,2025-08-25 03:50:54.435982,2025-09-03 03:50:54.435982,9,Monsoon,3,Tour Group,0,4,Mid-Range Hotel,Kathmandu,"Kathmandu,Patan,Bhaktapur",10,Private Car,True,36,23724,25812,5094,5000,18000,17672,95302,Friends/Family,Local Culture,4.3,False
3807,Dutch,67,Male,Adventure/Trekking,2025-09-28 03:50:54.435982,2025-10-08 03:50:54.435982,10,Autumn,2,Partner/Spouse,0,58,Mid-Range Hotel,Bhaktapur,"Kathmandu,Patan,Bhaktapur",4,Public Bus,False,20,39450,7980,2018,2000,1000,0,52448,Travel Blogs,Nature,6.7,False
